start,end,days,sign,bin,trade_return_pp
2015-08-07,2015-09-29,53,-1,0,-1.7147634840131374
2015-08-11,2016-01-26,168,1,1,2.109375
2015-08-14,2016-01-29,168,1,1,3.4132691235836266
2015-08-19,2016-02-03,168,1,1,3.109375
2015-08-21,2015-11-06,77,1,0,-1.6976850232654368
2015-08-25,2016-02-08,167,1,1,3.5240598050364236
2015-09-04,2015-11-06,63,1,0,-1.6176517511251438
2015-09-08,2016-02-02,147,1,1,3.1335690571431263
2015-09-14,2015-11-06,53,1,0,-1.4747929597974248
2015-09-15,2016-01-29,136,1,1,3.2470262152034723
2015-09-17,2016-02-05,141,1,1,3.4697893331011143
2015-09-18,2015-11-06,49,1,0,-1.764225475619341
2015-09-21,2016-02-08,140,1,1,3.536573288090083
2015-09-22,2015-11-06,45,1,0,-1.7934989129792278
2015-09-28,2015-11-06,39,1,0,-1.7295386241095354
2015-10-01,2015-11-03,33,1,0,-1.6418494537062658
2015-10-02,2015-11-02,31,1,0,-1.6733630687043937
2015-10-05,2015-11-04,30,1,0,-1.6987989909693837
2015-10-08,2015-11-06,29,1,0,-1.6176152786346423
2015-10-13,2015-11-02,20,1,0,-1.5384653752588093
2015-10-14,2015-11-02,19,1,0,-1.6003224441738977
2015-10-15,2015-11-02,18,1,0,-1.611594906159852
2015-10-20,2015-11-04,15,1,0,-1.5372466829108244
2015-10-22,2015-11-02,11,1,0,-1.4891855552595183
2015-10-23,2015-11-06,14,1,0,-1.5316813472762276
2015-10-27,2015-11-03,7,1,0,-1.4812247783535464
2015-10-28,2015-11-06,9,1,0,-1.5747486511529667
2015-11-04,2016-01-29,86,1,1,3.0409370736766257
2015-11-06,2016-01-20,75,1,1,3.234026730048782
2015-11-13,2016-01-28,76,1,1,2.979862406790168
2015-11-24,2016-01-28,65,1,1,2.5720492194072175
2015-12-01,2016-01-15,45,-1,0,-1.2333698185858413
2015-12-02,2016-01-13,42,-1,0,-1.2408353250647515
2015-12-03,2015-12-11,8,-1,0,-1.546793942718978
2015-12-07,2016-01-13,37,-1,0,-1.5281470085898117
2015-12-11,2016-01-20,40,-1,0,-1.5913619032527895
2015-12-14,2016-01-13,30,-1,0,-1.6844157397353314
2015-12-16,2016-01-08,23,-1,0,-1.6665009598863068
2015-12-17,2016-01-13,27,-1,0,-1.7046251756139479
2015-12-23,2016-01-12,20,-1,0,-1.5873776825241566
2015-12-29,2016-01-08,10,-1,0,-1.6171937636946343
2016-01-06,2016-01-15,9,-1,0,-1.5898280994580518
2016-01-08,2016-01-29,21,-1,0,-1.5674215419226976
2016-01-12,2016-01-29,17,-1,0,-1.5501372789773178
2016-01-13,2016-02-09,27,1,1,3.1145864039974507
2016-01-15,2016-02-11,27,1,1,3.1730972534479793
2016-01-20,2016-02-11,22,1,1,3.084540388752562
2016-01-22,2016-02-10,19,1,1,3.0041082087511164
2016-01-27,2016-02-11,15,1,1,2.831549321592487
2016-01-29,2016-06-15,138,1,1,2.8947709034483737
2016-02-02,2016-06-27,146,1,1,3.183972043150632
2016-02-08,2016-03-04,25,1,0,-1.6200581720879357
2016-02-11,2016-03-01,19,1,0,-1.5885794515395086
2016-02-12,2016-03-07,24,1,0,-1.7349079053831324
2016-02-17,2016-03-11,23,1,0,-1.6618839909615206
2016-02-18,2016-03-07,18,1,0,-1.6961398761433215
2016-02-25,2016-03-02,6,1,0,-1.5410603022082034
2016-02-26,2016-03-10,13,1,0,-1.5885547912457842
2016-03-01,2016-06-27,118,1,1,3.4391550590212816
2016-03-04,2016-06-24,112,1,1,3.289216179419173
2016-03-08,2016-06-27,111,1,1,3.3405934914540194
2016-03-09,2016-06-24,107,1,1,3.3553863982241614
2016-03-10,2016-06-15,97,1,1,3.3905290129002474
2016-03-16,2016-06-24,100,1,1,3.345636181327581
2016-03-22,2016-06-13,83,1,1,3.1550036447463317
2016-03-23,2016-06-24,93,1,1,3.22697642514545
2016-03-29,2016-06-27,90,1,1,3.3059547539884817
2016-03-31,2016-07-05,96,1,1,3.237158513876898
2016-04-05,2016-04-25,20,1,0,-1.5512248202867858
2016-04-07,2016-04-21,14,1,0,-1.5834578117995686
2016-04-12,2016-07-05,84,1,1,3.0666457750086593
2016-04-20,2016-06-27,68,1,1,2.9163422986204326
2016-04-25,2016-06-15,51,1,1,2.7388277614536807
2016-04-27,2016-06-27,61,1,1,2.8652770721146177
2016-04-28,2016-06-27,60,1,1,2.8657640019698816
2016-05-02,2016-06-24,53,1,1,2.788361603034164
2016-05-03,2016-06-27,55,1,1,2.9387433381994237
2016-05-05,2016-07-05,61,1,1,2.8575219505805847
2016-05-11,2016-05-18,7,1,0,-1.3247911959275396
2016-05-16,2016-06-27,42,1,1,2.6857692249515814
2016-05-18,2016-06-27,40,1,1,3.071748691714796
2016-05-26,2016-06-27,32,1,1,2.7780571243533694
2016-05-30,2016-06-15,16,1,1,2.696543377830011
2016-06-02,2016-06-27,25,1,1,2.633058858819221
2016-06-03,2016-11-09,159,1,0,-1.6220843270547052
2016-06-10,2016-11-09,152,1,0,-1.4923997075843936
2016-06-15,2016-10-27,134,1,0,-1.4684092485807971
2016-06-20,2016-11-09,142,1,0,-1.4400604521823712
2016-06-23,2016-07-05,12,1,1,2.9315289205370614
2016-06-24,2016-11-09,138,1,0,-2.058050881377082
2016-06-27,2016-09-13,78,1,0,-2.1532056935695056
2016-07-04,2016-09-09,67,1,0,-1.965499702230726
2016-07-11,2016-09-13,64,1,0,-1.864894789709206
2016-07-12,2016-10-27,107,1,0,-1.918871008653348
2016-07-15,2016-11-09,117,1,0,-1.8668571002257153
2016-07-27,2016-10-06,71,1,0,-1.6300645454826803
2016-07-29,2016-08-26,28,1,0,-1.6048343615858895
2016-08-02,2016-10-06,65,1,0,-1.562486848107666
2016-08-04,2016-09-09,36,1,0,-1.5220296435466554
2016-08-05,2016-11-09,96,1,0,-1.683839611288148
2016-08-10,2016-09-13,34,1,0,-1.6186901863118597
2016-08-11,2016-11-09,90,1,0,-1.693302992172165
2016-08-12,2016-10-10,59,1,0,-1.709944815523076
2016-08-16,2016-11-09,85,1,0,-1.6634048997767072
2016-08-18,2016-10-10,53,1,0,-1.6021905664019949
2016-08-19,2016-11-09,82,1,0,-1.6133572738281399
2016-08-26,2016-11-09,75,1,0,-1.5300284118386227
2016-08-29,2016-11-08,71,1,0,-1.552943304335914
2016-09-06,2016-10-10,34,1,0,-1.5012726881748228
2016-09-08,2016-11-09,62,1,0,-1.517115890240209
2016-09-09,2016-11-09,61,1,0,-1.5332372307305793
2016-09-13,2016-11-09,57,1,0,-1.5073810877289073
2016-09-15,2016-11-09,55,1,0,-1.4584962111752682
2016-09-21,2016-11-09,49,1,0,-1.3393101923890511
2016-09-26,2016-10-06,10,1,0,-1.3035243590679337
2016-09-30,2016-10-06,6,1,0,-1.2213495071918758
2016-10-04,2016-11-09,36,1,0,-1.2552524408531731
2016-10-06,2016-11-09,34,1,0,-1.237543692094034
2016-10-10,2016-11-09,30,1,0,-1.2244076766776515
2016-10-13,2016-11-10,28,-1,1,2.31915507831758
2016-10-14,2016-11-10,27,-1,1,2.328530923870651
2016-10-17,2016-11-10,24,-1,1,2.3374031424319623
2016-10-26,2016-11-10,15,-1,1,2.0771024275915084
2016-10-27,2016-11-11,15,-1,1,2.1605943672913734
2016-11-02,2016-11-09,7,-1,1,2.030745508744369
2016-11-04,2016-11-09,5,-1,1,2.008567750278814
2016-11-07,2016-11-10,3,-1,1,2.140889636830234
2016-11-08,2016-11-11,3,-1,1,2.200572485793807
2016-11-09,2016-12-14,35,-1,1,3.4351700543016945
2016-11-10,2016-12-14,34,-1,1,3.4961226575840487
2016-11-14,2017-05-01,168,-1,0,-0.09375
2016-11-17,2017-05-04,168,-1,0,-0.328125
2016-11-18,2017-04-18,151,-1,0,-1.7061671476652973
2016-11-23,2017-04-13,141,-1,0,-1.6357468652370413
2016-11-28,2017-04-18,141,-1,0,-1.645980881924879
2016-11-30,2017-04-12,133,-1,0,-1.6677902235589726
2016-12-01,2017-04-05,125,-1,0,-1.6687812411484446
2016-12-02,2017-04-12,131,-1,0,-1.6796935849340189
2016-12-07,2017-04-13,127,-1,0,-1.5844396891662764
2016-12-09,2017-02-24,77,-1,0,-1.6000783265410188
2016-12-14,2017-01-05,22,-1,0,-1.70961140949902
2016-12-19,2017-01-17,29,-1,0,-1.6825898748839019
2016-12-28,2017-01-17,20,-1,0,-1.5428608514979396
2016-12-30,2017-04-05,96,-1,0,-1.5007968534729024
2017-01-05,2017-04-13,98,-1,0,-1.5763720508317063
2017-01-06,2017-04-12,96,-1,0,-1.6167332496460856
2017-01-09,2017-04-13,94,-1,0,-1.6171475908171253
2017-01-17,2017-04-18,91,-1,0,-1.468338176445722
2017-01-18,2017-04-12,84,-1,0,-1.592638502732981
2017-01-23,2017-04-13,80,-1,0,-1.6084637789482632
2017-01-24,2017-04-11,77,-1,0,-1.6228306109323611
2017-01-25,2017-02-24,30,-1,0,-1.6476029693740375
2017-01-31,2017-04-12,71,-1,0,-1.5308364662483431
2017-02-06,2017-04-13,66,-1,0,-1.4807306045119373
2017-02-08,2017-04-18,69,-1,0,-1.4569469683664893
2017-02-09,2017-04-13,63,-1,0,-1.5112718344826945
2017-02-14,2017-04-05,50,-1,0,-1.4592377934759735
2017-02-16,2017-04-11,54,-1,0,-1.4568410625262238
2017-02-22,2017-04-12,49,-1,0,-1.346577614693726
2017-02-24,2017-04-18,53,-1,0,-1.3708541115708872
2017-02-27,2017-04-13,45,-1,0,-1.4003785900428019
2017-03-01,2017-04-11,41,-1,0,-1.5036977177590798
2017-03-08,2017-03-27,19,-1,0,-1.3808162542074323
2017-03-13,2017-03-20,7,-1,0,-1.3451091520650165
2017-03-15,2017-04-11,27,-1,0,-1.5399814534433798
2017-03-20,2017-04-12,23,-1,0,-1.509492364712273
2017-03-22,2017-04-13,22,-1,0,-1.4684410122933085
2017-03-28,2017-04-12,15,-1,0,-1.393289671474859
2017-04-03,2017-04-18,15,-1,0,-1.4093490847592567
2017-04-07,2017-04-18,11,-1,0,-1.3572436350169377
2017-04-11,2017-06-02,52,-1,0,-1.3886976253045789
2017-04-13,2017-08-29,138,-1,0,-1.3678739663471322
2017-04-18,2017-05-08,20,1,0,-1.4654952352364286
2017-04-20,2017-10-05,168,1,0,-0.1875
2017-04-25,2017-09-07,135,1,1,2.866429475492079
2017-04-28,2017-10-13,168,1,1,0.625
2017-05-04,2017-09-05,124,1,1,2.5886155489856497
2017-05-08,2017-08-29,113,1,1,2.5319312151115745
2017-05-12,2017-09-05,116,1,1,2.5087665350912296
2017-05-17,2017-10-26,162,1,0,-1.389757318628023
2017-05-23,2017-11-07,168,1,1,0.09375
2017-05-26,2017-10-26,153,1,0,-1.2135162180202315
2017-06-02,2017-07-03,31,1,0,-1.1929675352105034
2017-06-06,2017-06-30,24,1,0,-1.187560940240444
2017-06-08,2017-07-03,25,1,0,-1.1531985748661209
2017-06-14,2017-06-30,16,1,0,-1.1490977199292585
2017-06-19,2017-07-03,14,1,0,-1.129328811480179
2017-06-22,2017-06-30,8,1,0,-1.0744411934081537
2017-06-27,2017-07-03,6,1,0,-1.109031307948819
2017-06-29,2017-10-26,119,1,0,-1.1145613804495595
2017-06-30,2017-09-07,69,1,1,2.2505710650856123
2017-07-03,2017-09-05,64,1,1,2.310831368371686
2017-07-07,2017-08-29,53,1,1,2.150627133760002
2017-07-17,2017-09-05,50,1,1,2.0436398097027197
2017-07-18,2017-10-24,98,1,0,-1.0700631392833415
2017-07-21,2017-10-20,91,1,0,-1.0125050035932524
2017-07-25,2017-09-07,44,1,1,2.2385191148632066
2017-07-26,2017-10-26,92,1,0,-1.1413171597136746
2017-08-01,2017-10-20,80,1,0,-1.0885650716393316
2017-08-03,2017-10-20,78,1,0,-1.0858174364674809
2017-08-08,2017-10-24,77,1,0,-1.0331561331277082
2017-08-10,2017-09-29,50,1,0,-1.0414360109320242
2017-08-15,2017-10-24,70,1,0,-1.0600511996046433
2017-08-16,2017-10-06,51,1,0,-1.0999572405298677
2017-08-17,2017-09-29,43,1,0,-1.1012229040681896
2017-08-22,2017-10-05,44,1,0,-1.0581774505844934
2017-08-23,2017-09-27,35,1,0,-1.080311461375479
2017-08-28,2017-09-20,23,1,0,-1.0365262495289185
2017-08-29,2017-09-20,22,1,0,-1.0378403755705217
2017-09-01,2017-09-21,20,1,0,-1.0262165042147755
2017-09-05,2017-09-15,10,1,0,-1.1309086022080088
2017-09-06,2017-09-19,13,1,0,-1.1443503848125665
2017-09-07,2017-09-15,8,1,0,-1.1965601637860235
2017-09-11,2017-09-21,10,1,0,-1.2632933125634644
2017-09-13,2017-10-05,22,1,0,-1.2356939866203658
2017-09-18,2017-10-20,32,1,0,-1.16883363704003
2017-09-20,2017-10-25,35,1,0,-1.1437335984162975
2017-09-25,2017-10-20,25,1,0,-1.1048078592876127
2017-09-27,2017-10-26,29,1,0,-1.123623320496762
2017-09-29,2017-12-19,81,1,0,-1.0967677739697965
2017-10-06,2017-12-19,74,1,0,-0.9906829041281415
2017-10-12,2018-01-09,89,-1,1,1.8082451656079894
2017-10-13,2017-12-20,68,-1,1,1.8666515609500967
2017-10-16,2018-01-09,85,-1,1,1.8735444076662717
2017-10-20,2018-01-18,90,-1,1,1.9919694475138652
2017-10-24,2018-01-19,87,-1,1,1.9919303847136314
2017-10-26,2017-11-06,11,-1,0,-0.96474850459002
2017-10-27,2018-01-18,83,-1,1,1.978619663556638
2017-10-30,2018-01-17,79,-1,1,2.015867117238221
2017-11-02,2018-01-12,71,-1,1,1.9196743770914397
2017-11-07,2018-01-09,63,-1,1,1.7978265311462613
2017-11-10,2018-01-18,69,-1,1,1.9389765297820338
2017-11-15,2018-01-12,58,-1,1,1.9318887148885422
2017-11-16,2018-01-18,63,-1,1,1.9564292873441702
2017-11-21,2018-01-18,58,-1,1,1.863619297938719
2017-11-22,2018-01-17,56,-1,1,1.9564120331022103
2017-12-01,2018-01-18,48,-1,1,1.8688665854354094
2017-12-06,2018-01-17,42,-1,1,1.7829372119063427
2017-12-08,2018-01-18,41,-1,1,1.7286702271382843
2017-12-13,2018-01-17,35,-1,1,1.8455437841263378
2017-12-18,2018-01-19,32,-1,1,1.7836317636620855
2017-12-19,2018-01-30,42,-1,1,1.9424356887493357
2017-12-20,2018-02-01,43,-1,1,1.9519694758578452
2017-12-27,2018-01-29,33,-1,1,1.9462868456101445
2018-01-03,2018-01-29,26,-1,1,1.8391478387910827
2018-01-05,2018-01-30,25,-1,1,1.7898309333758995
2018-01-09,2018-02-02,24,-1,1,1.8959073228569197
2018-01-17,2018-02-02,16,-1,1,1.7167991055499192
2018-01-18,2018-02-14,27,-1,1,1.732059239857619
2018-01-22,2018-02-14,23,-1,1,1.7058226900426896
2018-01-23,2018-02-14,22,-1,1,1.7540922146145153
2018-01-26,2018-02-14,19,-1,1,1.7608362577362722
2018-01-29,2018-04-23,84,-1,1,1.7667196609056983
2018-01-31,2018-04-23,82,-1,1,1.711980730063352
2018-02-01,2018-05-15,103,-1,1,1.7984254555312644
2018-02-02,2018-04-02,59,-1,0,-0.9598329819749494
2018-02-05,2018-05-16,100,-1,1,2.0860591536412167
2018-02-07,2018-07-25,168,-1,1,0.6875
2018-02-14,2018-03-27,41,-1,0,-1.1039370858102702
2018-02-16,2018-04-02,45,-1,0,-1.078832475738524
2018-02-21,2018-03-23,30,-1,0,-1.0639961750553573
2018-02-23,2018-08-10,168,-1,0,-0.484375
2018-02-27,2018-03-27,28,-1,0,-1.0966823354047104
2018-03-01,2018-08-16,168,-1,0,-0.015625
2018-03-13,2018-08-28,168,-1,1,0.21875
2018-03-19,2018-09-03,168,-1,0,-0.109375
2018-03-20,2018-03-27,7,-1,0,-0.9535096385584614
2018-03-22,2018-05-16,55,-1,1,1.9853155957615993
2018-03-26,2018-09-10,168,-1,1,0.5625
2018-03-27,2018-05-15,49,-1,1,2.141354005890212
2018-04-03,2018-05-15,42,-1,1,2.1297148682522655
2018-04-05,2018-05-16,41,-1,1,2.057346553597479
2018-04-06,2018-05-15,39,-1,1,2.162885191016725
2018-04-12,2018-09-27,168,-1,1,1.46875
2018-04-18,2018-10-03,168,-1,1,2.0
2018-04-20,2018-05-29,39,-1,0,-1.0536652945786529
2018-04-24,2018-05-29,35,-1,0,-1.0198480397010459
2018-04-27,2018-05-29,32,-1,0,-0.9920490143623758
2018-05-03,2018-05-29,26,-1,0,-0.9363517933670182
2018-05-09,2018-05-29,20,-1,0,-0.8853026822611092
2018-05-15,2018-05-25,10,-1,0,-0.9510215783454
2018-05-17,2018-05-23,6,-1,0,-0.9190949384241622
2018-05-18,2018-05-25,7,-1,0,-0.9667109084649189
2018-05-23,2018-05-29,6,-1,0,-1.0222478608169492
2018-05-25,2018-05-29,4,-1,0,-1.0501946411369218
2018-05-30,2018-10-03,126,-1,1,2.247265114904567
2018-06-01,2018-10-05,126,-1,1,2.2566813323422514
2018-06-04,2018-08-20,77,-1,0,-1.1419396989284176
2018-06-13,2018-06-27,14,-1,0,-1.058429613217479
2018-06-14,2018-08-20,67,-1,0,-1.058633504253912
2018-06-19,2018-10-03,106,-1,1,2.0245346737176475
2018-06-20,2018-08-20,61,-1,0,-1.0293608287222187
2018-06-21,2018-10-04,105,-1,1,2.068705662893886
2018-06-27,2018-09-25,90,-1,1,1.9991159347259297
2018-06-29,2018-10-03,96,-1,1,1.9252162650540854
2018-07-05,2018-09-24,81,-1,1,1.7907972555033358
2018-07-09,2018-09-25,78,-1,1,1.7666339367034267
2018-07-13,2018-09-18,67,-1,1,1.6707488909174053
2018-07-17,2018-09-24,69,-1,1,1.6243814747444087
2018-07-19,2018-09-18,61,-1,1,1.626760644926681
2018-07-20,2018-10-03,75,-1,1,1.7006344951482542
2018-07-23,2018-08-20,28,-1,0,-0.928799601876496
2018-07-26,2018-08-10,15,-1,0,-0.8797395138341153
2018-08-01,2018-08-10,9,-1,0,-0.8561643473351717
2018-08-03,2018-08-20,17,-1,0,-0.8729973459479669
2018-08-07,2018-08-10,3,-1,0,-0.8628423539929267
2018-08-09,2018-08-20,11,-1,0,-0.8379862632401917
2018-08-10,2018-09-25,46,-1,1,2.0116074950251077
2018-08-14,2018-10-03,50,-1,1,1.9397953253944533
2018-08-15,2018-09-24,40,-1,1,1.9796961532520754
2018-08-20,2018-09-18,29,-1,1,2.0039484269268293
2018-08-27,2018-09-11,15,1,0,-0.9165969302444735
2018-08-28,2018-09-18,21,1,0,-0.9810200040809121
2018-08-30,2018-09-14,15,1,0,-0.959966131791762
2018-09-04,2018-09-18,14,1,0,-0.9109498142701296
2018-09-06,2018-09-11,5,1,0,-0.8904305105493646
2018-09-07,2018-09-24,17,1,0,-1.0174745301044847
2018-09-11,2018-12-06,86,-1,0,-1.0151444652825214
2018-09-14,2018-12-04,81,-1,0,-0.965818947805154
2018-09-18,2018-12-03,76,-1,0,-1.0486515777632521
2018-09-25,2018-11-28,64,-1,0,-0.9376626922248827
2018-09-26,2018-12-03,68,-1,0,-0.9735249139959874
2018-10-03,2018-11-16,44,-1,0,-1.1640878795295315
2018-10-05,2018-10-24,19,-1,0,-1.1481514364921441
2018-10-10,2018-11-28,49,-1,0,-1.1457375724917902
2018-10-17,2018-10-26,9,-1,0,-1.0432175413941567
2018-10-18,2018-11-16,29,-1,0,-1.0509022358139912
2018-10-23,2018-11-16,24,-1,0,-1.0063328508823037
2018-10-24,2018-12-03,40,-1,0,-1.083866148990114
2018-10-26,2018-12-04,39,-1,0,-1.062142213868421
2018-10-30,2018-12-03,34,-1,0,-1.043477454866363
2018-11-02,2018-11-16,14,-1,0,-1.0913582420496633
2018-11-08,2018-11-15,7,-1,0,-1.0001792585588853
2018-11-09,2018-11-16,7,-1,0,-1.0309416190012077
2018-11-12,2018-11-29,17,-1,0,-1.0325424461974384
2018-11-14,2018-12-03,19,-1,0,-1.0045441429511444
2018-11-16,2018-12-06,20,-1,0,-1.0253515562779179
2018-11-28,2018-12-06,8,-1,0,-0.8635256772358423
2018-12-03,2018-12-07,4,-1,0,-0.9126277511970385
2018-12-05,2018-12-19,14,-1,0,-0.8937899243866563
2018-12-07,2019-01-03,27,1,1,2.04880381831832
2018-12-11,2019-01-02,22,1,1,2.039648819668485
2018-12-17,2019-01-02,16,1,1,1.9379185403827726
2018-12-18,2019-01-03,16,1,1,1.9620864164713363
2018-12-19,2019-03-22,93,1,1,1.9774779266571507
2018-12-25,2019-03-22,87,1,1,1.9407807987576127
2018-12-26,2019-01-03,8,1,1,2.04714401139366
2018-12-27,2019-03-22,85,1,1,2.105055503595019
2018-12-31,2019-03-25,84,1,1,2.0515219234941533
2019-01-02,2019-01-18,16,1,0,-1.2331591315931087
2019-01-03,2019-01-08,5,1,0,-1.2478571118681403
2019-01-04,2019-05-30,146,1,1,2.8926043649679447
2019-01-08,2019-05-23,135,1,1,2.8542653452401767
2019-01-11,2019-05-28,137,1,1,2.7166756225225592
2019-01-17,2019-03-25,67,1,1,2.509905403754895
2019-01-18,2019-03-22,63,1,1,2.5224529488194865
2019-01-22,2019-03-25,62,1,1,2.436541575841633
2019-01-25,2019-03-22,56,1,1,2.3581081523827083
2019-01-29,2019-03-25,55,1,1,2.285773028462416
2019-01-30,2019-05-23,113,1,1,2.3266973204015886
2019-01-31,2019-03-01,29,1,0,-1.164568122709631
2019-02-01,2019-03-27,54,1,1,2.4105317084078046
2019-02-07,2019-05-23,105,1,1,2.282898428364644
2019-02-12,2019-03-27,43,1,1,2.207872720702609
2019-02-14,2019-03-27,41,1,1,2.180785354090935
2019-02-19,2019-03-01,10,1,0,-1.0474377988405148
2019-02-21,2019-03-25,32,1,1,2.0915659419936787
2019-02-26,2019-03-01,3,1,0,-0.9964697255703902
2019-02-27,2019-03-25,26,1,1,2.029223625704582
2019-02-28,2019-03-22,22,1,1,2.0885069061321695
2019-03-01,2019-03-22,21,1,1,2.1710134251343725
2019-03-04,2019-03-22,18,1,1,2.195942981388177
2019-03-06,2019-03-25,19,1,1,2.153370482221061
2019-03-07,2019-05-23,77,1,1,2.203441447376335
2019-03-11,2019-03-27,16,1,1,2.2102785715480224
2019-03-12,2019-05-28,77,1,1,2.29206561765848
2019-03-20,2019-05-31,72,1,1,2.359426100902043
2019-03-22,2019-06-03,73,1,1,2.58532866177012
2019-03-25,2019-04-12,18,1,0,-1.293663337667646
2019-03-27,2019-04-12,16,1,0,-1.2675146673928148
2019-03-29,2019-05-31,63,1,1,2.5304314927936433
2019-04-01,2019-05-31,60,1,1,2.596143411434694
2019-04-03,2019-05-31,58,1,1,2.556395549009197
2019-04-10,2019-05-31,51,1,1,2.310096894572303
2019-04-12,2019-05-30,48,1,1,2.4067499252596063
2019-04-19,2019-05-28,39,1,1,2.1806608507050234
2019-04-24,2019-05-30,36,1,1,2.1648540112275887
2019-05-02,2019-05-28,26,1,1,2.041222965442176
2019-05-03,2019-05-31,28,1,1,2.217045981687372
2019-05-09,2019-05-31,22,1,1,2.080205058146543
2019-05-13,2019-05-31,18,1,1,2.063142468603286
2019-05-20,2019-05-31,11,1,1,1.909335307420145
2019-05-22,2019-05-31,9,1,1,1.917508236706029
2019-05-23,2019-06-03,11,1,1,2.084173024473662
2019-05-28,2019-06-19,22,1,1,2.0526159654200353
2019-05-30,2019-07-02,33,1,1,2.0448250144208537
2019-05-31,2019-08-05,66,1,1,2.569118306466478
2019-06-03,2019-08-05,63,1,1,2.6319919602821975
2019-06-04,2019-08-05,62,1,1,2.7659616492353285
2019-06-13,2019-08-05,53,1,1,2.4801086009014592
2019-06-19,2019-08-05,47,1,1,2.3535418504727854
2019-06-24,2019-08-12,49,1,1,2.2753772727115047
2019-06-26,2019-08-05,40,1,1,2.2884586737994135
2019-07-01,2019-08-05,35,1,1,2.2386956619445955
2019-07-02,2019-07-11,9,1,0,-1.1262404664933987
2019-07-05,2019-08-05,31,1,1,2.597980178894856
2019-07-11,2019-08-05,25,1,1,2.662251421629772
2019-07-17,2019-08-05,19,1,1,2.5834621800029907
2019-07-25,2019-08-05,11,1,1,2.355851166713482
2019-08-01,2020-01-16,168,1,0,-0.140625
2019-08-05,2019-09-13,39,1,0,-1.8585342393887356
2019-08-09,2019-11-08,91,1,0,-1.742716344779801
2019-08-12,2019-09-13,32,1,0,-1.7755534511651674
2019-08-13,2019-11-08,87,1,0,-1.790992983667806
2019-08-14,2019-09-13,30,1,0,-1.8602565210663675
2019-08-19,2019-09-13,25,1,0,-1.79591308220678
2019-08-22,2019-09-13,22,1,0,-1.7135211430889739
2019-08-23,2019-09-11,19,1,0,-1.9792604609859454
2019-08-27,2019-09-13,17,1,0,-1.9399080041296088
2019-09-03,2019-09-12,9,1,0,-1.7473933947929254
2019-09-06,2019-09-13,7,1,0,-1.7399428660186018
2019-09-10,2019-09-13,3,1,0,-1.7405417035008515
2019-09-11,2019-11-12,62,1,0,-1.7906232052121864
2019-09-13,2020-02-26,166,1,1,3.81501622134037
2019-09-18,2020-02-27,162,1,1,3.57614869145547
2019-09-24,2019-11-08,45,1,0,-1.6495834453874154
2019-09-25,2019-11-08,44,1,0,-1.6765591299239657
2019-09-26,2019-11-08,43,1,0,-1.6771078685716179
2019-10-02,2019-11-08,37,1,0,-1.5934689519153946
2019-10-03,2019-10-22,19,1,0,-1.6506623324236938
2019-10-04,2019-10-11,7,1,0,-1.6942500048394002
2019-10-08,2019-10-22,14,1,0,-1.6743077050547555
2019-10-09,2019-10-11,2,1,0,-1.674969787532132
2019-10-11,2020-02-28,140,1,1,4.072364401218907
2019-10-22,2020-02-27,128,1,1,3.5555765753706297
2019-10-28,2020-02-26,121,1,1,3.3325307254421994
2019-10-31,2020-02-26,118,1,1,3.220411754458502
2019-11-05,2020-02-26,113,1,1,3.161100191969513
2019-11-08,2020-02-21,105,1,1,3.502038349160929
2019-11-14,2020-02-25,103,1,1,3.3693943643929463
2019-11-20,2020-02-26,98,1,1,3.177574946957647
2019-11-25,2020-02-25,92,1,1,3.0181217025472176
2019-11-29,2020-02-21,84,1,1,2.827478433460526
2019-12-03,2020-01-24,52,-1,0,-1.362654200975541
2019-12-04,2019-12-19,15,1,0,-1.6250362950914283
2019-12-06,2020-01-24,49,-1,0,-1.6913321690619911
2019-12-17,2020-01-24,38,-1,0,-1.4695656194877327
2019-12-19,2020-01-23,35,-1,0,-1.4307577255626749
2019-12-27,2020-01-24,28,-1,0,-1.2768580121809578
2020-01-01,2020-01-03,2,-1,0,-1.2039826192217113
2020-01-03,2020-01-30,27,-1,0,-1.5719055799864845
2020-01-09,2020-01-24,15,-1,0,-1.6141409713973291
2020-01-15,2020-01-28,13,-1,0,-1.5433597079194146
2020-01-23,2020-01-30,7,-1,0,-1.3766514053689396
2020-01-24,2020-02-25,32,-1,0,-1.6125788778565417
2020-01-30,2020-02-28,29,1,1,3.1455824268518002
2020-01-31,2020-02-28,28,1,1,3.1860219104571326
2020-02-04,2020-02-28,24,1,1,3.1185783746855567
2020-02-06,2020-02-28,22,1,1,3.1685630495302455
2020-02-07,2020-02-28,21,1,1,3.4014457894998107
2020-02-12,2020-02-28,16,1,1,3.221291536783736
2020-02-18,2020-02-28,10,1,1,2.9850486604032507
2020-02-21,2020-03-04,12,1,1,3.3742124238225055
2020-02-26,2020-03-04,7,1,1,3.273124944733912
2020-02-28,2020-07-09,132,1,1,4.583752585842199
2020-03-04,2020-08-19,168,1,1,3.359375
2020-03-06,2020-03-19,13,1,0,-3.9529882790792907
2020-03-10,2020-08-25,168,1,1,2.0625
2020-03-18,2020-09-02,168,1,1,4.171875
2020-03-19,2020-09-03,168,1,1,6.1875
2020-03-20,2020-09-04,168,1,1,1.5625
2020-03-27,2020-09-11,168,1,1,1.171875
2020-04-07,2020-09-22,168,1,1,1.90625
2020-04-16,2020-10-01,168,1,1,0.828125
